#1
double Internals(8760, 4)
3600	0.025	821917.8082191781	0.0
7200	0.025	821917.8082191781	0.0
10800	0.025	821917.8082191781	0.0
14400	0.025	821917.8082191781	0.0
18000	0.025	821917.8082191781	0.0
21600	0.025	821917.8082191781	0.0
25200	0.025	821917.8082191781	0.0
28800	0.025	821917.8082191781	0.0
32400	0.008333333333333333	821917.8082191781	170009.5124370054
36000	0.0	821917.8082191781	0.0
39600	0.0	821917.8082191781	0.0
43200	0.0	821917.8082191781	0.0
46800	0.0	821917.8082191781	0.0
50400	0.0	821917.8082191781	0.0
54000	0.0	821917.8082191781	0.0
57600	0.0	821917.8082191781	0.0
61200	0.016666666666666666	821917.8082191781	56669.8374790018
64800	0.016666666666666666	821917.8082191781	659798.8220769495
68400	0.025	821917.8082191781	161913.82136857658
72000	0.016666666666666666	821917.8082191781	178105.20350543424
75600	0.016666666666666666	821917.8082191781	465502.23643465765
79200	0.025	821917.8082191781	497885.000708373
82800	0.025	821917.8082191781	623368.2122690198
86400	0.025	821917.8082191781	425023.7810925135
90000	0.025	821917.8082191781	48574.146410572976
93600	0.025	821917.8082191781	0.0
97200	0.025	821917.8082191781	0.0
100800	0.025	821917.8082191781	0.0
104400	0.025	821917.8082191781	0.0
108000	0.025	821917.8082191781	0.0
111600	0.025	821917.8082191781	0.0
115200	0.025	821917.8082191781	0.0
118800	0.0	821917.8082191781	0.0
122400	0.0	821917.8082191781	0.0
126000	0.0	821917.8082191781	0.0
129600	0.0	821917.8082191781	0.0
133200	0.008333333333333333	821917.8082191781	0.0
136800	0.016666666666666666	821917.8082191781	0.0
140400	0.008333333333333333	821917.8082191781	0.0
144000	0.008333333333333333	821917.8082191781	0.0
147600	0.008333333333333333	821917.8082191781	194296.5856422919
151200	0.016666666666666666	821917.8082191781	178105.20350543424
154800	0.016666666666666666	821917.8082191781	48574.146410572976
158400	0.016666666666666666	821917.8082191781	550506.9926531604
162000	0.016666666666666666	821917.8082191781	534315.6105163028
165600	0.025	821917.8082191781	299540.56953186664
169200	0.025	821917.8082191781	246918.5775870793
172800	0.025	821917.8082191781	186200.89457386307
176400	0.025	821917.8082191781	0.0
180000	0.025	821917.8082191781	0.0
183600	0.025	821917.8082191781	0.0
187200	0.025	821917.8082191781	0.0
190800	0.025	821917.8082191781	0.0
194400	0.025	821917.8082191781	0.0
198000	0.025	821917.8082191781	145722.43923171892
201600	0.025	821917.8082191781	501932.8462425874
205200	0.0	821917.8082191781	0.0
208800	0.0	821917.8082191781	0.0
212400	0.0	821917.8082191781	0.0
216000	0.0	821917.8082191781	0.0
219600	0.008333333333333333	821917.8082191781	0.0
223200	0.008333333333333333	821917.8082191781	0.0
226800	0.008333333333333333	821917.8082191781	32382.764273715315
230400	0.0	821917.8082191781	0.0
234000	0.0	821917.8082191781	0.0
237600	0.0	821917.8082191781	0.0
241200	0.0	821917.8082191781	0.0
244800	0.008333333333333333	821917.8082191781	48574.146410572976
248400	0.0	821917.8082191781	0.0
252000	0.025	821917.8082191781	0.0
255600	0.025	821917.8082191781	0.0
259200	0.025	821917.8082191781	0.0
262800	0.025	821917.8082191781	0.0
266400	0.025	821917.8082191781	0.0
270000	0.025	821917.8082191781	0.0
273600	0.025	821917.8082191781	0.0
277200	0.025	821917.8082191781	0.0
280800	0.025	821917.8082191781	0.0
284400	0.025	821917.8082191781	0.0
288000	0.025	821917.8082191781	0.0
291600	0.016666666666666666	821917.8082191781	550506.9926531604
295200	0.025	821917.8082191781	161913.82136857658
298800	0.025	821917.8082191781	267157.8052581514
302400	0.016666666666666666	821917.8082191781	680038.0497480216
306000	0.016666666666666666	821917.8082191781	457406.54536622885
309600	0.0	821917.8082191781	271205.6507923658
313200	0.0	821917.8082191781	0.0
316800	0.0	821917.8082191781	0.0
320400	0.008333333333333333	821917.8082191781	0.0
324000	0.008333333333333333	821917.8082191781	275253.4963265802
327600	0.0	821917.8082191781	0.0
331200	0.008333333333333333	821917.8082191781	230727.19545022162
334800	0.016666666666666666	821917.8082191781	267157.8052581514
338400	0.025	821917.8082191781	380497.48021615495
342000	0.025	821917.8082191781	186200.89457386307
345600	0.025	821917.8082191781	0.0
349200	0.025	821917.8082191781	0.0
352800	0.025	821917.8082191781	0.0
