#1
double Internals(8760, 4)
3600	0.0225	629672.1475612051	0.0
7200	0.0225	629672.1475612051	10572.950051307127
10800	0.0225	629672.1475612051	0.0
14400	0.0225	629672.1475612051	0.0
18000	0.0225	629672.1475612051	0.0
21600	0.0225	629672.1475612051	0.0
25200	0.0225	891287.0409012395	3942.2499800423593
28800	0.0225	891287.0409012395	115418.5637647231
32400	0.0075	629672.1475612051	91757.16970000323
36000	0.01	1024723.2388727667	101253.21997702388
39600	0.00625	1159360.7006989943	147391.074018101
43200	0.0075	1159360.7006989943	191318.0432813691
46800	0.0075	1159360.7006989943	110962.61191093746
50400	0.00875	1159360.7006989943	146983.1520603579
54000	0.0075	1159360.7006989943	162574.6457720286
57600	0.005	1159360.7006989943	144358.50037519785
61200	0.005	1159360.7006989943	102549.67260726493
64800	0.01	897745.8073589599	155753.67062361218
68400	0.01375	764309.6093874329	202200.13035381094
72000	0.01375	897745.8073589599	216380.04996106197
75600	0.015	1025924.5027274673	307337.8576372407
79200	0.0225	763108.3455327323	230780.54629450216
82800	0.0225	897745.8073589599	166471.92912429
86400	0.0225	763108.3455327323	59441.081540529056
90000	0.0225	629672.1475612051	0.0
93600	0.0225	629672.1475612051	0.0
97200	0.0225	629672.1475612051	0.0
100800	0.0225	629672.1475612051	0.0
104400	0.0225	629672.1475612051	0.0
108000	0.0225	629672.1475612051	0.0
111600	0.0225	629672.1475612051	0.0
115200	0.0225	629672.1475612051	38731.89525056378
118800	0.00875	1015173.4714573862	258666.58228365736
122400	0.00625	629672.1475612051	115214.82273238515
126000	0.01	770048.1153064063	14818.986084972068
129600	0.01	896624.1775471154	14818.986084972068
133200	0.01125	1125343.504016411	43600.583798490115
136800	0.00875	858391.474030501	67769.8656679452
140400	0.0075	1125343.504016411	69676.34354191454
144000	0.01	998767.4417757019	56094.45828314148
147600	0.0175	888597.4092166771	138955.58610405453
151200	0.0175	1125343.504016411	265297.38959413447
154800	0.01625	888597.4092166771	361232.3426858503
158400	0.01375	748221.4414714759	312866.8936596422
162000	0.01875	1015173.4714573862	210434.62574671366
165600	0.0225	1015173.4714573862	371926.98072157224
169200	0.0225	1015173.4714573862	453905.0566902473
172800	0.0225	629672.1475612051	130150.86102686987
176400	0.0225	629672.1475612051	0.0
180000	0.0225	629672.1475612051	0.0
183600	0.0225	629672.1475612051	0.0
187200	0.0225	629672.1475612051	18521.49642204891
190800	0.0225	890261.4466670435	37186.570335741606
194400	0.0225	629672.1475612051	0.0
198000	0.0225	780356.6343592403	34889.33046944097
201600	0.0225	859523.668571865	72367.05539281465
205200	0.00625	742233.0698623031	249734.51909869097
